timestamp,src_ip,dst_ip,protocol,size
1776062478.6640608,10.52.3.136,52.111.236.85,6,1494
1776062478.664413,10.52.3.136,52.111.236.85,6,1494
1776062478.6646707,10.52.3.136,52.111.236.85,6,188
1776062478.6650531,52.114.113.249,10.52.3.136,17,144
1776062478.6725526,10.52.0.168,224.0.0.251,17,119
1776062478.685749,52.114.113.249,10.52.3.136,17,145
1776062478.6959174,10.52.3.136,52.111.236.31,6,54
1776062478.7331233,52.114.113.249,10.52.3.136,17,139
1776062478.7336042,52.114.113.249,10.52.3.136,17,144
1776062478.7458267,52.114.113.249,10.52.3.136,17,147
1776062478.751213,10.52.3.136,52.114.113.249,17,182
1776062478.7633038,52.114.113.249,10.52.3.136,17,154
1776062478.765273,10.52.1.42,224.0.0.251,17,125
1776062478.7849371,52.114.113.249,10.52.3.136,17,148
1776062478.7854254,52.114.113.249,10.52.3.136,17,517
1776062478.791824,52.123.135.20,10.52.3.136,6,60
1776062478.8023815,52.114.113.249,10.52.3.136,17,148
1776062478.8063924,52.111.236.85,10.52.3.136,6,60
1776062478.8066523,52.111.236.85,10.52.3.136,6,60
1776062478.8068736,52.111.236.85,10.52.3.136,6,60
1776062478.8097084,52.111.236.85,10.52.3.136,6,190
1776062478.823654,52.114.113.249,10.52.3.136,17,152
1776062478.8312552,52.111.236.31,10.52.3.136,6,472
1776062478.8395462,10.52.4.120,224.0.0.251,17,289
1776062478.84492,52.114.113.249,10.52.3.136,17,147
1776062478.850413,10.52.3.136,52.111.236.85,6,54
1776062478.8573902,10.52.2.44,224.0.0.251,17,482
1776062478.8599823,35.223.238.178,10.52.3.136,6,60
1776062478.8602164,10.52.3.136,35.223.238.178,6,54
1776062478.8617587,10.52.3.136,52.123.134.245,6,105
1776062478.8624332,52.114.113.249,10.52.3.136,17,147
1776062478.8691595,10.52.0.11,224.0.0.6,89,94
1776062478.8720589,10.52.0.7,224.0.0.6,89,94
1776062478.8722856,10.52.3.136,52.111.236.31,6,54
1776062478.872687,10.52.0.4,224.0.0.6,89,94
1776062478.873511,10.52.0.2,224.0.0.5,89,94
1776062478.8749473,10.52.0.6,224.0.0.6,89,94
1776062478.876002,10.52.0.5,224.0.0.6,89,94
1776062478.8831735,52.114.113.249,10.52.3.136,17,146
1776062478.8861396,10.52.3.136,52.114.113.249,17,182
1776062478.9375892,52.114.113.249,10.52.3.136,17,147
1776062478.9382296,52.114.113.249,10.52.3.136,17,152
1776062478.9449732,52.114.113.249,10.52.3.136,17,147
1776062478.9678123,10.52.3.136,140.82.114.21,6,66
1776062478.9790568,52.114.113.249,10.52.3.136,17,163
1776062478.985464,52.114.113.249,10.52.3.136,17,158
1776062478.9964283,52.123.135.20,10.52.3.136,6,1514
1776062478.99695,52.123.135.20,10.52.3.136,6,484
1776062478.9972508,10.52.3.136,52.123.135.20,6,54
1776062478.9977002,10.52.3.136,52.123.135.20,6,306
1776062478.9981182,52.123.134.245,10.52.3.136,6,94
1776062479.0044634,52.111.236.31,10.52.3.136,6,472
1776062479.0057728,52.114.113.249,10.52.3.136,17,154
1776062479.0196357,10.52.1.42,224.0.0.251,17,125
1776062479.0248148,52.114.113.249,10.52.3.136,17,161
1776062479.0372443,10.52.3.136,52.123.134.245,6,54
1776062479.0452747,10.52.3.136,52.111.236.31,6,54
1776062479.0538769,52.114.113.249,10.52.3.136,17,155
1776062479.0893695,52.114.113.249,10.52.3.136,17,159
1776062479.0900333,52.114.113.249,10.52.3.136,17,162
1776062479.1082323,52.114.113.249,10.52.3.136,17,163
1776062479.1085515,52.114.113.249,10.52.3.136,17,530
1776062479.1573088,52.114.113.249,10.52.3.136,17,160
1776062479.1576748,52.114.113.249,10.52.3.136,17,154
1776062479.1579733,52.123.135.20,10.52.3.136,6,60
1776062479.1583323,52.114.113.249,10.52.3.136,17,152
1776062479.167492,52.114.113.249,10.52.3.136,17,148
1776062479.2348146,10.52.3.136,52.114.113.249,17,158
1776062479.349601,52.114.113.249,10.52.3.136,17,149
1776062479.350512,52.111.236.31,10.52.3.136,6,470
1776062479.3509667,140.82.114.21,10.52.3.136,6,66
1776062479.3515086,52.114.113.249,10.52.3.136,17,143
1776062479.351924,10.52.3.136,140.82.114.21,6,54
1776062479.352247,52.114.113.249,10.52.3.136,17,135
1776062479.3525229,52.114.113.249,10.52.3.136,17,141
1776062479.3527782,52.114.113.249,10.52.3.136,17,144
1776062479.3530574,52.114.113.249,10.52.3.136,17,145
1776062479.3535197,52.114.113.249,10.52.3.136,17,149
1776062479.353969,52.123.135.20,10.52.3.136,6,1514
1776062479.3542724,52.123.135.20,10.52.3.136,6,482
1776062479.3547544,52.114.113.249,10.52.3.136,17,151
1776062479.3551228,52.114.113.249,10.52.3.136,17,114
1776062479.3555493,52.114.113.249,10.52.3.136,17,151
1776062479.3557713,10.52.3.136,52.123.135.20,6,54
1776062479.3561523,10.52.3.136,140.82.114.21,6,571
1776062479.3564296,10.52.3.136,52.123.135.20,6,306
1776062479.3566914,10.52.3.136,52.111.236.85,6,156
1776062479.3569944,10.52.3.136,52.111.236.85,6,1494
1776062479.3573077,10.52.3.136,52.111.236.85,6,1494
1776062479.357595,10.52.3.136,52.111.236.85,6,1494
1776062479.3578765,10.52.3.136,52.111.236.85,6,1494
1776062479.3582418,10.52.3.136,52.111.236.85,6,1494
1776062479.3586369,10.52.3.136,52.111.236.85,6,1494
1776062479.3589315,10.52.3.136,52.111.236.85,6,1427
1776062479.3895838,10.52.3.136,52.111.236.31,6,54
1776062479.4044335,52.111.236.31,10.52.3.136,6,472
1776062479.405039,52.114.113.249,10.52.3.136,17,152
1776062479.4054468,140.82.114.21,10.52.3.136,6,60
1776062479.4058359,52.114.113.249,10.52.3.136,17,155
1776062479.4067776,10.52.3.136,52.111.236.85,6,159
1776062479.4073863,10.52.3.136,52.111.236.85,6,1494
1776062479.4077125,10.52.3.136,52.111.236.85,6,1494
1776062479.4081097,10.52.3.136,52.111.236.85,6,1494
1776062479.4086626,10.52.3.136,52.111.236.85,6,1494
1776062479.4090095,10.52.3.136,52.111.236.85,6,1494
1776062479.4093099,10.52.3.136,52.111.236.85,6,1494
1776062479.4096026,10.52.3.136,52.111.236.85,6,1494
1776062479.4098327,10.52.3.136,52.111.236.85,6,196
1776062479.4149423,52.114.113.249,10.52.3.136,17,149
1776062479.4246883,52.114.113.249,10.52.3.136,17,158
1776062479.4452767,10.52.3.136,52.111.236.31,6,54
1776062479.4532838,10.52.3.136,52.114.113.249,17,158
1776062479.4559698,10.52.2.140,224.0.0.251,17,87
1776062479.4566286,52.114.113.249,10.52.3.136,17,158
1776062479.5074584,10.52.3.136,52.114.113.249,17,158
1776062479.5221763,52.114.113.249,10.52.3.136,17,150
1776062479.5225868,52.114.113.249,10.52.3.136,17,142
1776062479.5228975,52.123.135.20,10.52.3.136,6,60
1776062479.5232725,52.111.236.31,10.52.3.136,6,888
1776062479.5235124,52.111.236.85,10.52.3.136,6,60
1776062479.5237477,52.111.236.85,10.52.3.136,6,60
1776062479.524037,52.111.236.85,10.52.3.136,6,190
1776062479.524433,52.114.113.249,10.52.3.136,17,148
1776062479.5246444,10.52.3.136,52.111.236.31,6,66
1776062479.5249076,52.114.113.249,10.52.3.136,17,146
1776062479.53676,52.114.113.249,10.52.3.136,17,114
1776062479.5624175,10.52.3.136,52.111.236.85,6,54
1776062479.5627823,10.52.3.136,52.114.113.249,17,158
1776062479.57759,52.114.113.249,10.52.3.136,17,143
1776062479.578332,52.111.236.85,10.52.3.136,6,60
1776062479.578621,52.111.236.85,10.52.3.136,6,60
1776062479.5790684,52.111.236.85,10.52.3.136,6,190
1776062479.5794187,52.114.113.249,10.52.3.136,17,137
1776062479.579809,52.114.113.249,10.52.3.136,17,86
1776062479.580251,52.114.113.249,10.52.3.136,17,1262
1776062479.580588,52.114.113.249,10.52.3.136,17,1262
1776062479.5814192,140.82.114.21,10.52.3.136,6,1490
1776062479.5819085,140.82.114.21,10.52.3.136,6,1490
1776062479.5822625,10.52.3.136,140.82.114.21,6,66
1776062479.5825505,10.52.3.136,140.82.114.21,6,54
1776062479.5828798,140.82.114.21,10.52.3.136,6,1278
1776062479.5850232,140.82.114.21,10.52.3.136,6,1490
1776062479.5853167,140.82.114.21,10.52.3.136,6,481
1776062479.5855997,52.114.113.249,10.52.3.136,17,114
1776062479.5858765,52.114.113.249,10.52.3.136,17,135
1776062479.5861158,10.52.3.136,140.82.114.21,6,54
1776062479.5867252,10.52.3.136,140.82.114.21,6,1490
1776062479.5875177,10.52.3.136,140.82.114.21,6,1490
1776062479.5879405,10.52.3.136,140.82.114.21,6,1490
1776062479.5885725,10.52.3.136,140.82.114.21,6,1015
1776062479.5903294,52.111.236.31,10.52.3.136,6,472
1776062479.6063833,52.114.113.249,10.52.3.136,17,135
1776062479.6187077,10.52.3.136,52.111.236.85,6,54
1776062479.6306512,10.52.3.136,52.111.236.31,6,54
1776062479.6462855,52.114.113.249,10.52.3.136,17,174
1776062479.6467276,52.114.113.249,10.52.3.136,17,138
1776062479.6503603,52.114.113.249,10.52.3.136,17,152
1776062479.6562781,52.114.113.249,10.52.3.136,17,114
1776062479.6598203,10.52.3.136,52.98.18.2,17,77
1776062479.6635797,52.114.113.249,10.52.3.136,17,165
1776062479.6681635,52.123.135.20,10.52.3.136,6,1514
1776062479.6686933,52.123.135.20,10.52.3.136,6,482
1776062479.6689792,10.52.3.136,52.123.135.20,6,54
1776062479.6692507,10.52.3.136,52.123.135.20,6,306
1776062479.6839886,52.114.113.249,10.52.3.136,17,152
1776062479.7622085,52.114.113.249,10.52.3.136,17,154
1776062479.7624996,52.114.113.249,10.52.3.136,17,162
1776062479.7627773,52.114.113.249,10.52.3.136,17,174
1776062479.7630346,52.114.113.249,10.52.3.136,17,146
1776062479.7633102,52.114.113.249,10.52.3.136,17,146
1776062479.7635465,52.98.18.2,10.52.3.136,17,70
1776062479.7702785,52.114.113.249,10.52.3.136,17,140
1776062479.782358,52.111.236.31,10.52.3.136,6,470
1776062479.7937164,52.114.113.249,10.52.3.136,17,154
1776062479.7946644,52.114.113.249,10.52.3.136,17,533
1776062479.8022509,10.52.2.140,239.255.255.250,17,167
1776062479.8058846,52.114.113.249,10.52.3.136,17,153
1776062479.8098285,10.52.2.129,224.0.0.251,17,484
1776062479.8130603,140.82.114.21,10.52.3.136,6,60
1776062479.8133125,52.123.135.20,10.52.3.136,6,60
1776062479.813577,140.82.114.21,10.52.3.136,6,133
1776062479.8138397,140.82.114.21,10.52.3.136,6,133
1776062479.814265,10.52.3.136,140.82.114.21,6,54
1776062479.8232949,10.52.3.136,52.111.236.31,6,54
1776062479.834216,52.114.113.249,10.52.3.136,17,150
1776062479.856061,10.52.3.136,52.114.113.249,17,98
1776062479.8564606,10.52.3.136,52.114.113.249,17,1274
1776062479.8568149,10.52.3.136,52.114.113.249,17,1274
1776062479.8572521,10.52.3.136,52.114.113.249,17,1274
1776062479.8575554,10.52.3.136,52.114.113.249,17,1274
1776062479.8717432,52.114.113.249,10.52.3.136,17,151
1776062479.8721132,52.114.113.249,10.52.3.136,17,153
1776062479.906993,10.52.3.136,104.18.39.21,6,145
1776062479.9277492,52.114.113.249,10.52.3.136,17,149
1776062479.9282134,140.82.114.21,10.52.3.136,6,640
1776062479.92848,140.82.114.21,10.52.3.136,6,78
1776062479.92871,140.82.114.21,10.52.3.136,6,60
1776062479.9292004,52.114.113.249,10.52.3.136,17,145
1776062479.929436,10.52.3.136,140.82.114.21,6,54
1776062479.9296813,10.52.3.136,140.82.114.21,6,78
1776062479.9300346,10.52.3.136,140.82.114.21,6,54
1776062479.9328184,52.114.113.249,10.52.3.136,17,151
1776062479.945711,10.52.2.241,10.52.63.255,17,243
1776062479.946012,10.52.2.241,10.52.63.255,17,83
1776062479.9502966,52.114.113.249,10.52.3.136,17,154
1776062479.9506314,52.111.236.31,10.52.3.136,6,471
1776062479.9675636,10.52.2.241,224.0.0.252,17,67
1776062479.9720156,52.114.113.249,10.52.3.136,17,152
1776062479.9917536,10.52.3.136,52.111.236.31,6,54
1776062480.0020251,10.52.3.136,192.168.170.51,17,74
1776062480.0027833,10.52.3.136,192.168.170.51,17,74
1776062480.0117648,52.123.135.20,10.52.3.136,6,1514
1776062480.0122938,52.123.135.20,10.52.3.136,6,484
1776062480.0127385,52.114.113.249,10.52.3.136,17,151
1776062480.014526,192.168.170.51,10.52.3.136,17,202
1776062480.0147839,10.52.3.136,52.123.135.20,6,54
1776062480.015581,192.168.170.51,10.52.3.136,17,99
1776062480.0173976,10.52.3.136,52.123.135.20,6,306
1776062480.0177696,10.52.3.136,142.251.157.119,17,71
1776062480.0180478,52.114.113.249,10.52.3.136,17,148
1776062480.0628836,52.114.113.249,10.52.3.136,17,146
1776062480.0631733,52.114.113.249,10.52.3.136,17,142
1776062480.0684106,142.251.157.119,10.52.3.136,17,66
1776062480.0781636,104.18.39.21,10.52.3.136,6,60
1776062480.0892754,52.114.113.249,10.52.3.136,17,139
1776062480.099246,52.114.113.249,10.52.3.136,17,140
1776062480.115408,52.114.113.249,10.52.3.136,17,137
1776062480.1300013,52.114.113.249,10.52.3.136,17,132
1776062480.1475565,52.114.113.249,10.52.3.136,17,122
1776062480.1486819,52.123.135.20,10.52.3.136,6,60
1776062480.1492882,140.82.114.21,10.52.3.136,6,60
1776062480.1495585,140.82.114.21,10.52.3.136,6,60
1776062480.1639602,52.114.113.249,10.52.3.136,17,124
1776062480.1852422,52.114.113.249,10.52.3.136,17,119
1776062480.1978264,104.18.39.21,10.52.3.136,6,139
1776062480.2052147,52.114.113.249,10.52.3.136,17,122
1776062480.209916,10.52.2.17,224.0.0.251,17,186
1776062480.226343,52.114.113.249,10.52.3.136,17,120
1776062480.2274034,10.52.4.73,239.255.255.250,17,218
1776062480.2380137,10.52.3.136,104.18.39.21,6,54
1776062480.2454247,52.114.113.249,10.52.3.136,17,119
1776062480.265047,52.114.113.249,10.52.3.136,17,120
1776062480.2898068,52.114.113.249,10.52.3.136,17,117
1776062480.291563,10.52.1.42,224.0.0.251,17,288
1776062480.3023927,0.0.0.0,255.255.255.255,17,342
1776062480.3044338,52.114.113.249,10.52.3.136,17,119
1776062480.307089,10.52.4.10,224.0.0.251,17,415
1776062480.3151999,0.0.0.0,255.255.255.255,17,342
1776062480.3172796,10.52.4.48,224.0.0.251,17,119
1776062480.3223932,52.114.113.249,10.52.3.136,17,117
1776062480.3331313,10.52.2.114,224.0.0.251,17,320
1776062480.3383005,52.123.135.20,10.52.3.136,6,1514
1776062480.3391528,52.123.135.20,10.52.3.136,6,482
1776062480.339417,10.52.3.136,52.123.135.20,6,54
1776062480.3396788,10.52.3.136,52.123.135.20,6,306
1776062480.34099,52.114.113.249,10.52.3.136,17,118
1776062480.4072201,10.52.3.136,52.114.113.249,17,158
1776062480.415589,52.114.113.249,10.52.3.136,17,174
1776062480.4163005,52.114.113.249,10.52.3.136,17,145
1776062480.4168346,52.111.236.31,10.52.3.136,6,470
1776062480.4174566,52.114.113.249,10.52.3.136,17,157
1776062480.4199538,52.114.113.249,10.52.3.136,17,540
1776062480.420525,52.114.113.249,10.52.3.136,17,163
1776062480.421238,10.52.3.136,52.111.236.85,6,159
1776062480.4218934,10.52.3.136,52.111.236.85,6,1494
1776062480.4225361,10.52.3.136,52.111.236.85,6,1494
1776062480.4230158,10.52.3.136,52.111.236.85,6,1494
1776062480.4236538,10.52.3.136,52.111.236.85,6,1494
1776062480.4242957,10.52.3.136,52.111.236.85,6,1494
1776062480.424983,10.52.3.136,52.111.236.85,6,1494
1776062480.4255583,10.52.3.136,52.111.236.85,6,1494
1776062480.4260542,10.52.3.136,52.111.236.85,6,195
1776062480.428245,52.114.113.249,10.52.3.136,17,152
1776062480.4413466,52.114.113.249,10.52.3.136,17,150
1776062480.4557521,10.52.3.136,52.111.236.31,6,54
1776062480.4622674,52.114.113.249,10.52.3.136,17,150
1776062480.4729383,52.123.135.20,10.52.3.136,6,60
1776062480.485609,52.114.113.249,10.52.3.136,17,157
1776062480.5798342,52.114.113.249,10.52.3.136,17,142
1776062480.5804212,52.114.113.249,10.52.3.136,17,153
1776062480.580855,52.114.113.249,10.52.3.136,17,114
1776062480.581287,52.114.113.249,10.52.3.136,17,155
1776062480.581673,52.111.236.85,10.52.3.136,6,60
1776062480.5819674,52.114.113.249,10.52.3.136,17,153
1776062480.5822854,52.111.236.85,10.52.3.136,6,189
1776062480.5849588,52.114.113.249,10.52.3.136,17,152
1776062480.5936832,10.52.2.114,224.0.0.251,17,320
1776062480.6046324,52.114.113.249,10.52.3.136,17,156
1776062480.6174479,10.52.3.136,52.114.113.249,17,158
1776062480.619843,10.52.3.136,52.111.236.85,6,54
1776062480.6231005,52.114.113.249,10.52.3.136,17,150
1776062480.6675062,10.52.3.136,52.114.113.249,17,158
1776062480.6873407,52.114.113.249,10.52.3.136,17,155
1776062480.6885612,52.123.135.20,10.52.3.136,6,1514
1776062480.689002,52.123.135.20,10.52.3.136,6,481
1776062480.6894355,52.114.113.249,10.52.3.136,17,157
1776062480.6897802,10.52.3.136,52.123.135.20,6,54
1776062480.6901684,52.114.113.249,10.52.3.136,17,159
1776062480.6905034,10.52.3.136,52.123.135.20,6,306
1776062480.7011049,52.114.113.249,10.52.3.136,17,160
1776062480.7051284,52.114.113.249,10.52.3.136,17,114
1776062480.7218654,10.52.3.136,52.114.113.249,17,158
1776062480.7373407,52.114.113.249,10.52.3.136,17,157
1776062480.7445037,52.114.113.249,10.52.3.136,17,153
1776062480.7506273,10.52.1.149,224.0.0.251,17,78
1776062480.7633867,52.114.113.249,10.52.3.136,17,155
1776062480.7662807,52.114.113.249,10.52.3.136,17,114
1776062480.8826153,52.114.113.249,10.52.3.136,17,146
1776062480.8831701,52.111.236.31,10.52.3.136,6,472
1776062480.8835611,52.114.113.249,10.52.3.136,17,142
1776062480.8838868,52.114.113.249,10.52.3.136,17,132
1776062480.8842533,52.114.113.249,10.52.3.136,17,114
1776062480.8845448,52.123.135.20,10.52.3.136,6,60
1776062480.8848944,52.114.113.249,10.52.3.136,17,123
1776062480.8852055,52.114.113.249,10.52.3.136,17,121
1776062480.8855133,52.114.113.249,10.52.3.136,17,124
1776062480.922886,10.52.3.136,52.111.236.31,6,54
1776062480.9323277,52.114.113.249,10.52.3.136,17,120
1776062480.9327219,52.114.113.249,10.52.3.136,17,120
1776062480.9392169,10.52.2.241,10.52.63.255,17,83
1776062480.9573057,52.114.113.249,10.52.3.136,17,116
1776062480.9833052,52.114.113.249,10.52.3.136,17,120
1776062480.984391,52.111.236.31,10.52.3.136,6,472
1776062480.9855564,52.114.113.249,10.52.3.136,17,127
1776062480.993615,52.114.113.249,10.52.3.136,17,174
1776062481.0038674,52.114.113.249,10.52.3.136,17,157
1776062481.0057983,52.114.113.249,10.52.3.136,17,543
1776062481.0082552,52.123.135.20,10.52.3.136,6,1514
1776062481.0085654,52.123.135.20,10.52.3.136,6,484
1776062481.0087874,10.52.3.136,52.123.135.20,6,54
1776062481.0092237,10.52.3.136,52.123.135.20,6,306
1776062481.0240512,10.52.3.136,52.111.236.31,6,54
1776062481.0257716,52.114.113.249,10.52.3.136,17,140
1776062481.0890868,52.114.113.249,10.52.3.136,17,139
1776062481.0894368,52.114.113.249,10.52.3.136,17,153
1776062481.089726,52.114.113.249,10.52.3.136,17,153
1776062481.1052568,52.114.113.249,10.52.3.136,17,151
1776062481.1549745,10.52.3.136,52.114.113.249,17,178
1776062481.163776,52.114.113.249,10.52.3.136,17,153
1776062481.1641495,52.123.135.20,10.52.3.136,6,60
1776062481.164438,52.114.113.249,10.52.3.136,17,144
1776062481.1647015,52.111.236.31,10.52.3.136,6,471
1776062481.1650233,52.114.113.249,10.52.3.136,17,154
1776062481.2042744,10.52.3.136,52.111.236.31,6,54
1776062481.212276,52.114.113.249,10.52.3.136,17,152
1776062481.2126458,52.114.113.249,10.52.3.136,17,157
1776062481.2140563,10.52.3.159,224.0.0.251,17,119
1776062481.2171402,10.52.2.241,224.0.0.252,17,67
1776062481.2195122,52.123.135.20,10.52.3.136,6,1514
1776062481.2201056,52.123.135.20,10.52.3.136,6,1514
1776062481.2204707,10.52.3.136,52.123.135.20,6,54
1776062481.2208622,52.123.135.20,10.52.3.136,6,1514
1776062481.221429,52.123.135.20,10.52.3.136,6,1514
1776062481.2217891,52.123.135.20,10.52.3.136,6,1514
1776062481.2221775,52.123.135.20,10.52.3.136,6,229
1776062481.2224264,10.52.3.136,52.123.135.20,6,54
1776062481.22283,10.52.3.136,52.123.135.20,6,306
1776062481.2232463,52.114.113.249,10.52.3.136,17,149
1776062481.228402,10.52.4.73,239.255.255.250,17,218
1776062481.244732,52.114.113.249,10.52.3.136,17,140
1776062481.2963195,52.114.113.249,10.52.3.136,17,159
1776062481.2967017,52.114.113.249,10.52.3.136,17,155
1776062481.304177,52.114.113.249,10.52.3.136,17,161
1776062481.3977752,52.114.113.249,10.52.3.136,17,156
1776062481.399325,52.123.135.20,10.52.3.136,6,1514
1776062481.3997371,52.123.135.20,10.52.3.136,6,484
1776062481.4000785,52.111.236.31,10.52.3.136,6,471
1776062481.4005277,10.52.3.136,52.123.135.20,6,54
1776062481.4009233,52.114.113.249,10.52.3.136,17,157
1776062481.4012358,52.123.135.20,10.52.3.136,6,60
1776062481.4015803,52.114.113.249,10.52.3.136,17,156
1776062481.4018726,52.114.113.249,10.52.3.136,17,152
1776062481.4022114,52.114.113.249,10.52.3.136,17,550
1776062481.403952,10.52.3.136,52.123.135.20,6,306
1776062481.4046493,10.52.3.136,52.111.236.85,6,158
1776062481.4052827,10.52.3.136,52.111.236.85,6,1494
1776062481.4061255,10.52.3.136,52.111.236.85,6,1494
1776062481.4066937,10.52.3.136,52.111.236.85,6,1494
1776062481.407181,10.52.3.136,52.111.236.85,6,1494
1776062481.4075632,10.52.3.136,52.111.236.85,6,1494
1776062481.407884,10.52.3.136,52.111.236.85,6,1494
1776062481.4081624,10.52.3.136,52.111.236.85,6,529
1776062481.4084811,52.114.113.249,10.52.3.136,17,151
1776062481.434115,10.52.3.136,52.111.236.31,6,54
1776062481.456366,10.52.2.140,224.0.0.251,17,87
1776062481.4578164,52.114.113.249,10.52.3.136,17,154
1776062481.4584365,52.114.113.249,10.52.3.136,17,148
1776062481.464733,52.114.113.249,10.52.3.136,17,153
1776062481.4988487,52.114.113.249,10.52.3.136,17,155
1776062481.5023482,52.114.113.249,10.52.3.136,17,162
1776062481.509777,52.111.236.31,10.52.3.136,6,472
1776062481.5244231,52.114.113.249,10.52.3.136,17,156
1776062481.5309522,52.123.135.20,10.52.3.136,6,60
1776062481.5457413,52.114.113.249,10.52.3.136,17,145
1776062481.5469246,52.111.236.85,10.52.3.136,6,60
1776062481.5472667,52.111.236.85,10.52.3.136,6,60
1776062481.548148,52.111.236.85,10.52.3.136,6,190
1776062481.5510662,10.52.3.136,52.111.236.31,6,54
1776062481.5559473,0.0.0.0,255.255.255.255,17,346
1776062481.563182,52.114.113.249,10.52.3.136,17,148
1776062481.5768902,0.0.0.0,255.255.255.255,17,356
1776062481.5862906,52.114.113.249,10.52.3.136,17,166
1776062481.5886526,10.52.3.136,52.111.236.85,6,54
1776062481.6134646,52.114.113.249,10.52.3.136,17,155
1776062481.6137764,10.52.1.86,10.52.63.255,17,86
1776062481.622593,52.114.113.249,10.52.3.136,17,150
1776062481.685918,10.52.3.136,52.114.113.249,17,158
1776062481.6947088,52.114.113.249,10.52.3.136,17,157
1776062481.6951733,52.114.113.249,10.52.3.136,17,150
1776062481.695661,52.114.113.249,10.52.3.136,17,152
1776062481.7793546,10.52.3.136,52.114.113.249,17,158
1776062481.7847042,10.52.3.136,52.114.113.249,17,158
1776062481.7897024,52.114.113.249,10.52.3.136,17,155
1776062481.7905362,52.111.236.31,10.52.3.136,6,470
1776062481.7909946,52.123.135.20,10.52.3.136,6,1514
1776062481.7913074,52.123.135.20,10.52.3.136,6,482
1776062481.791613,52.114.113.249,10.52.3.136,17,144
1776062481.7919388,52.114.113.249,10.52.3.136,17,147
1776062481.7922673,10.52.3.136,52.123.135.20,6,54
1776062481.7926176,52.114.113.249,10.52.3.136,17,140
1776062481.7929971,52.98.22.2,10.52.3.136,17,1262
1776062481.793251,52.98.22.2,10.52.3.136,17,102
1776062481.793491,52.114.113.249,10.52.3.136,17,138
1776062481.793793,10.52.3.136,52.123.135.20,6,306
1776062481.7940764,10.52.3.136,52.111.236.85,6,156
1776062481.7944124,10.52.3.136,52.111.236.85,6,1494
1776062481.7947686,10.52.3.136,52.111.236.85,6,1494
1776062481.7950752,10.52.3.136,52.111.236.85,6,1494
1776062481.7953773,10.52.3.136,52.111.236.85,6,1494
1776062481.79568,10.52.3.136,52.111.236.85,6,1494
1776062481.795992,10.52.3.136,52.111.236.85,6,1494
1776062481.796277,10.52.3.136,52.111.236.85,6,1435
1776062481.7965302,10.52.3.136,52.111.236.85,6,152
1776062481.7968347,10.52.3.136,52.111.236.85,6,1494
1776062481.7971246,10.52.3.136,52.111.236.85,6,1494
1776062481.7974029,10.52.3.136,52.111.236.85,6,1494
1776062481.7976937,10.52.3.136,52.111.236.85,6,1494
1776062481.7979794,10.52.3.136,52.111.236.85,6,1494
1776062481.798251,10.52.3.136,52.111.236.85,6,1122
1776062481.7985098,10.52.3.136,52.114.113.249,17,242
1776062481.8019893,10.52.2.140,239.255.255.250,17,167
1776062481.8065734,10.52.0.39,224.0.0.251,17,288
1776062481.8069613,52.114.113.249,10.52.3.136,17,114
1776062481.8072858,52.114.113.249,10.52.3.136,17,134
1776062481.830066,10.52.3.136,52.111.236.31,6,54
1776062481.839546,52.114.113.249,10.52.3.136,17,128
1776062481.846348,52.114.113.249,10.52.3.136,17,129
1776062481.9045756,10.52.3.136,192.168.170.51,17,79
1776062481.905135,10.52.3.136,192.168.170.51,17,79
1776062481.905515,10.52.3.136,52.123.129.14,6,1494
1776062481.905834,10.52.3.136,52.123.129.14,6,1494
1776062481.9061024,10.52.3.136,52.123.129.14,6,181
1776062481.9063575,10.52.3.136,52.123.129.14,6,93
1776062481.9065976,10.52.3.136,52.123.129.14,6,155
1776062481.9073834,52.114.113.249,10.52.3.136,17,124
1776062481.907648,52.111.236.31,10.52.3.136,6,470
1776062481.9079018,52.114.113.249,10.52.3.136,17,114
1776062481.9081764,52.114.113.249,10.52.3.136,17,114
1776062481.9084163,52.114.113.249,10.52.3.136,17,120
1776062481.9086533,52.114.113.249,10.52.3.136,17,143
1776062481.912977,192.168.170.51,10.52.3.136,17,278
1776062481.914219,192.168.170.51,10.52.3.136,17,246
1776062481.9487965,10.52.3.136,52.111.236.31,6,54
1776062481.957574,52.114.113.249,10.52.3.136,17,155
1776062481.95797,52.123.135.20,10.52.3.136,6,60
1776062481.9582698,52.111.236.85,10.52.3.136,6,60
1776062481.958563,52.111.236.85,10.52.3.136,6,60
1776062481.9588633,52.111.236.85,10.52.3.136,6,60
1776062481.9591336,52.111.236.85,10.52.3.136,6,60
1776062481.9595158,52.111.236.85,10.52.3.136,6,89
1776062481.9598846,52.114.113.249,10.52.3.136,17,151
1776062481.9602134,52.114.113.249,10.52.3.136,17,174
1776062481.9656494,52.114.113.249,10.52.3.136,17,150
1776062481.9660237,52.123.129.14,10.52.3.136,6,60
1776062481.966287,52.123.129.14,10.52.3.136,6,93
1776062481.9834435,52.114.113.249,10.52.3.136,17,163
1776062481.9964597,10.52.3.136,52.114.113.249,17,158
1776062481.9972005,10.52.2.241,224.0.0.251,17,96
1776062481.9975479,10.52.3.136,52.111.236.85,6,54
1776062481.9985383,52.114.113.249,10.52.3.136,17,562
1776062482.0034847,52.114.113.249,10.52.3.136,17,155
1776062482.0058188,10.52.3.136,52.123.129.14,6,54
1776062482.0233638,52.114.113.249,10.52.3.136,17,152
